Feature,Importance
Present_Price,3.744509291672447
Fuel_Type_Diesel,1.1974220591647882
Car_Age,0.9560571788593746
Fuel_Type_CNG,0.9449690863362119
Transmission_Manual,0.786712287553674
Transmission_Automatic,0.7867122875536735
Selling_type_Dealer,0.651145531014411
Selling_type_Individual,0.6511455310144108
Driven_kms,0.412271040363282
Fuel_Type_Petrol,0.2524529728285773
Owner,0.15921658016754398
